ori,agency,period,offense,count
MDBPD0000,Baltimore PD,2010-01,aggravated-assault,346
MDBPD0000,Baltimore PD,2011-01,aggravated-assault,377
MDBPD0000,Baltimore PD,2012-01,aggravated-assault,366
MDBPD0000,Baltimore PD,2013-01,aggravated-assault,353
MDBPD0000,Baltimore PD,2014-01,aggravated-assault,315
MDBPD0000,Baltimore PD,2015-01,aggravated-assault,294
MDBPD0000,Baltimore PD,2016-01,aggravated-assault,346
MDBPD0000,Baltimore PD,2017-01,aggravated-assault,555
MDBPD0000,Baltimore PD,2018-01,aggravated-assault,272
MDBPD0000,Baltimore PD,2019-01,aggravated-assault,419
MDBPD0000,Baltimore PD,2020-01,aggravated-assault,359
MDBPD0000,Baltimore PD,2021-01,aggravated-assault,
MDBPD0000,Baltimore PD,2022-01,aggravated-assault,412
MDBPD0000,Baltimore PD,2023-01,aggravated-assault,404
MDBPD0000,Baltimore PD,2024-01,aggravated-assault,335
MDBPD0000,Baltimore PD,2010-02,aggravated-assault,308
MDBPD0000,Baltimore PD,2011-02,aggravated-assault,338
MDBPD0000,Baltimore PD,2012-02,aggravated-assault,315
MDBPD0000,Baltimore PD,2013-02,aggravated-assault,322
MDBPD0000,Baltimore PD,2014-02,aggravated-assault,287
MDBPD0000,Baltimore PD,2015-02,aggravated-assault,266
MDBPD0000,Baltimore PD,2016-02,aggravated-assault,293
MDBPD0000,Baltimore PD,2017-02,aggravated-assault,431
MDBPD0000,Baltimore PD,2018-02,aggravated-assault,308
MDBPD0000,Baltimore PD,2019-02,aggravated-assault,356
MDBPD0000,Baltimore PD,2020-02,aggravated-assault,359
MDBPD0000,Baltimore PD,2021-02,aggravated-assault,
MDBPD0000,Baltimore PD,2022-02,aggravated-assault,407
MDBPD0000,Baltimore PD,2023-02,aggravated-assault,371
MDBPD0000,Baltimore PD,2024-02,aggravated-assault,433
MDBPD0000,Baltimore PD,2010-03,aggravated-assault,476
MDBPD0000,Baltimore PD,2011-03,aggravated-assault,450
MDBPD0000,Baltimore PD,2012-03,aggravated-assault,469
MDBPD0000,Baltimore PD,2013-03,aggravated-assault,389
MDBPD0000,Baltimore PD,2014-03,aggravated-assault,357
MDBPD0000,Baltimore PD,2015-03,aggravated-assault,319
MDBPD0000,Baltimore PD,2016-03,aggravated-assault,439
MDBPD0000,Baltimore PD,2017-03,aggravated-assault,404
MDBPD0000,Baltimore PD,2018-03,aggravated-assault,399
MDBPD0000,Baltimore PD,2019-03,aggravated-assault,402
MDBPD0000,Baltimore PD,2020-03,aggravated-assault,433
MDBPD0000,Baltimore PD,2021-03,aggravated-assault,
MDBPD0000,Baltimore PD,2022-03,aggravated-assault,487
MDBPD0000,Baltimore PD,2023-03,aggravated-assault,484
MDBPD0000,Baltimore PD,2024-03,aggravated-assault,431
MDBPD0000,Baltimore PD,2010-04,aggravated-assault,505
MDBPD0000,Baltimore PD,2011-04,aggravated-assault,476
MDBPD0000,Baltimore PD,2012-04,aggravated-assault,364
MDBPD0000,Baltimore PD,2013-04,aggravated-assault,407
MDBPD0000,Baltimore PD,2014-04,aggravated-assault,382
MDBPD0000,Baltimore PD,2015-04,aggravated-assault,317
MDBPD0000,Baltimore PD,2016-04,aggravated-assault,509
MDBPD0000,Baltimore PD,2017-04,aggravated-assault,555
MDBPD0000,Baltimore PD,2018-04,aggravated-assault,475
MDBPD0000,Baltimore PD,2019-04,aggravated-assault,439
MDBPD0000,Baltimore PD,2020-04,aggravated-assault,348
MDBPD0000,Baltimore PD,2021-04,aggravated-assault,
MDBPD0000,Baltimore PD,2022-04,aggravated-assault,474
MDBPD0000,Baltimore PD,2023-04,aggravated-assault,534
MDBPD0000,Baltimore PD,2024-04,aggravated-assault,474
MDBPD0000,Baltimore PD,2010-05,aggravated-assault,531
MDBPD0000,Baltimore PD,2011-05,aggravated-assault,451
MDBPD0000,Baltimore PD,2012-05,aggravated-assault,445
MDBPD0000,Baltimore PD,2013-05,aggravated-assault,423
MDBPD0000,Baltimore PD,2014-05,aggravated-assault,419
MDBPD0000,Baltimore PD,2015-05,aggravated-assault,476
MDBPD0000,Baltimore PD,2016-05,aggravated-assault,494
MDBPD0000,Baltimore PD,2017-05,aggravated-assault,496
MDBPD0000,Baltimore PD,2018-05,aggravated-assault,563
MDBPD0000,Baltimore PD,2019-05,aggravated-assault,494
MDBPD0000,Baltimore PD,2020-05,aggravated-assault,468
MDBPD0000,Baltimore PD,2021-05,aggravated-assault,
MDBPD0000,Baltimore PD,2022-05,aggravated-assault,541
MDBPD0000,Baltimore PD,2023-05,aggravated-assault,613
MDBPD0000,Baltimore PD,2024-05,aggravated-assault,512
MDBPD0000,Baltimore PD,2010-06,aggravated-assault,545
MDBPD0000,Baltimore PD,2011-06,aggravated-assault,392
MDBPD0000,Baltimore PD,2012-06,aggravated-assault,421
MDBPD0000,Baltimore PD,2013-06,aggravated-assault,402
MDBPD0000,Baltimore PD,2014-06,aggravated-assault,360
MDBPD0000,Baltimore PD,2015-06,aggravated-assault,442
MDBPD0000,Baltimore PD,2016-06,aggravated-assault,468
MDBPD0000,Baltimore PD,2017-06,aggravated-assault,528
MDBPD0000,Baltimore PD,2018-06,aggravated-assault,487
MDBPD0000,Baltimore PD,2019-06,aggravated-assault,592
MDBPD0000,Baltimore PD,2020-06,aggravated-assault,500
MDBPD0000,Baltimore PD,2021-06,aggravated-assault,1
MDBPD0000,Baltimore PD,2022-06,aggravated-assault,583
MDBPD0000,Baltimore PD,2023-06,aggravated-assault,505
MDBPD0000,Baltimore PD,2024-06,aggravated-assault,462
MDBPD0000,Baltimore PD,2010-07,aggravated-assault,503
MDBPD0000,Baltimore PD,2011-07,aggravated-assault,466
MDBPD0000,Baltimore PD,2012-07,aggravated-assault,401
MDBPD0000,Baltimore PD,2013-07,aggravated-assault,376
MDBPD0000,Baltimore PD,2014-07,aggravated-assault,372
MDBPD0000,Baltimore PD,2015-07,aggravated-assault,485
MDBPD0000,Baltimore PD,2016-07,aggravated-assault,438
MDBPD0000,Baltimore PD,2017-07,aggravated-assault,536
MDBPD0000,Baltimore PD,2018-07,aggravated-assault,486
MDBPD0000,Baltimore PD,2019-07,aggravated-assault,545
MDBPD0000,Baltimore PD,2020-07,aggravated-assault,526
MDBPD0000,Baltimore PD,2021-07,aggravated-assault,499
MDBPD0000,Baltimore PD,2022-07,aggravated-assault,579
MDBPD0000,Baltimore PD,2023-07,aggravated-assault,534
MDBPD0000,Baltimore PD,2024-07,aggravated-assault,520
MDBPD0000,Baltimore PD,2010-08,aggravated-assault,529
MDBPD0000,Baltimore PD,2011-08,aggravated-assault,418
MDBPD0000,Baltimore PD,2012-08,aggravated-assault,458
MDBPD0000,Baltimore PD,2013-08,aggravated-assault,423
MDBPD0000,Baltimore PD,2014-08,aggravated-assault,350
MDBPD0000,Baltimore PD,2015-08,aggravated-assault,448
MDBPD0000,Baltimore PD,2016-08,aggravated-assault,465
MDBPD0000,Baltimore PD,2017-08,aggravated-assault,499
MDBPD0000,Baltimore PD,2018-08,aggravated-assault,584
MDBPD0000,Baltimore PD,2019-08,aggravated-assault,575
MDBPD0000,Baltimore PD,2020-08,aggravated-assault,549
MDBPD0000,Baltimore PD,2021-08,aggravated-assault,483
MDBPD0000,Baltimore PD,2022-08,aggravated-assault,577
MDBPD0000,Baltimore PD,2023-08,aggravated-assault,492
MDBPD0000,Baltimore PD,2024-08,aggravated-assault,460
MDBPD0000,Baltimore PD,2010-09,aggravated-assault,521
MDBPD0000,Baltimore PD,2011-09,aggravated-assault,404
MDBPD0000,Baltimore PD,2012-09,aggravated-assault,457
MDBPD0000,Baltimore PD,2013-09,aggravated-assault,364
MDBPD0000,Baltimore PD,2014-09,aggravated-assault,372
MDBPD0000,Baltimore PD,2015-09,aggravated-assault,430
MDBPD0000,Baltimore PD,2016-09,aggravated-assault,507
MDBPD0000,Baltimore PD,2017-09,aggravated-assault,499
MDBPD0000,Baltimore PD,2018-09,aggravated-assault,449
MDBPD0000,Baltimore PD,2019-09,aggravated-assault,491
MDBPD0000,Baltimore PD,2020-09,aggravated-assault,478
MDBPD0000,Baltimore PD,2021-09,aggravated-assault,499
MDBPD0000,Baltimore PD,2022-09,aggravated-assault,516
MDBPD0000,Baltimore PD,2023-09,aggravated-assault,467
MDBPD0000,Baltimore PD,2024-09,aggravated-assault,459
MDBPD0000,Baltimore PD,2010-10,aggravated-assault,492
MDBPD0000,Baltimore PD,2011-10,aggravated-assault,380
MDBPD0000,Baltimore PD,2012-10,aggravated-assault,358
MDBPD0000,Baltimore PD,2013-10,aggravated-assault,337
MDBPD0000,Baltimore PD,2014-10,aggravated-assault,350
MDBPD0000,Baltimore PD,2015-10,aggravated-assault,372
MDBPD0000,Baltimore PD,2016-10,aggravated-assault,430
MDBPD0000,Baltimore PD,2017-10,aggravated-assault,508
MDBPD0000,Baltimore PD,2018-10,aggravated-assault,472
MDBPD0000,Baltimore PD,2019-10,aggravated-assault,476
MDBPD0000,Baltimore PD,2020-10,aggravated-assault,502
MDBPD0000,Baltimore PD,2021-10,aggravated-assault,499
MDBPD0000,Baltimore PD,2022-10,aggravated-assault,438
MDBPD0000,Baltimore PD,2023-10,aggravated-assault,442
MDBPD0000,Baltimore PD,2024-10,aggravated-assault,483
MDBPD0000,Baltimore PD,2010-11,aggravated-assault,341
MDBPD0000,Baltimore PD,2011-11,aggravated-assault,372
MDBPD0000,Baltimore PD,2012-11,aggravated-assault,278
MDBPD0000,Baltimore PD,2013-11,aggravated-assault,292
MDBPD0000,Baltimore PD,2014-11,aggravated-assault,351
MDBPD0000,Baltimore PD,2015-11,aggravated-assault,331
MDBPD0000,Baltimore PD,2016-11,aggravated-assault,388
MDBPD0000,Baltimore PD,2017-11,aggravated-assault,419
MDBPD0000,Baltimore PD,2018-11,aggravated-assault,415
MDBPD0000,Baltimore PD,2019-11,aggravated-assault,397
MDBPD0000,Baltimore PD,2020-11,aggravated-assault,407
MDBPD0000,Baltimore PD,2021-11,aggravated-assault,464
MDBPD0000,Baltimore PD,2022-11,aggravated-assault,484
MDBPD0000,Baltimore PD,2023-11,aggravated-assault,452
MDBPD0000,Baltimore PD,2024-11,aggravated-assault,415
MDBPD0000,Baltimore PD,2010-12,aggravated-assault,395
MDBPD0000,Baltimore PD,2011-12,aggravated-assault,367
MDBPD0000,Baltimore PD,2012-12,aggravated-assault,319
MDBPD0000,Baltimore PD,2013-12,aggravated-assault,372
MDBPD0000,Baltimore PD,2014-12,aggravated-assault,298
MDBPD0000,Baltimore PD,2015-12,aggravated-assault,418
MDBPD0000,Baltimore PD,2016-12,aggravated-assault,380
MDBPD0000,Baltimore PD,2017-12,aggravated-assault,397
MDBPD0000,Baltimore PD,2018-12,aggravated-assault,454
MDBPD0000,Baltimore PD,2019-12,aggravated-assault,387
MDBPD0000,Baltimore PD,2020-12,aggravated-assault,397
MDBPD0000,Baltimore PD,2021-12,aggravated-assault,457
MDBPD0000,Baltimore PD,2022-12,aggravated-assault,387
MDBPD0000,Baltimore PD,2023-12,aggravated-assault,424
MDBPD0000,Baltimore PD,2024-12,aggravated-assault,386
MDBPD0000,Baltimore PD,2010-01,robbery,248
MDBPD0000,Baltimore PD,2011-01,robbery,279
MDBPD0000,Baltimore PD,2012-01,robbery,279
MDBPD0000,Baltimore PD,2013-01,robbery,342
MDBPD0000,Baltimore PD,2014-01,robbery,318
MDBPD0000,Baltimore PD,2015-01,robbery,312
MDBPD0000,Baltimore PD,2016-01,robbery,395
MDBPD0000,Baltimore PD,2017-01,robbery,595
MDBPD0000,Baltimore PD,2018-01,robbery,478
MDBPD0000,Baltimore PD,2019-01,robbery,426
MDBPD0000,Baltimore PD,2020-01,robbery,382
MDBPD0000,Baltimore PD,2021-01,robbery,
MDBPD0000,Baltimore PD,2022-01,robbery,256
MDBPD0000,Baltimore PD,2023-01,robbery,239
MDBPD0000,Baltimore PD,2024-01,robbery,287
MDBPD0000,Baltimore PD,2010-02,robbery,162
MDBPD0000,Baltimore PD,2011-02,robbery,201
MDBPD0000,Baltimore PD,2012-02,robbery,209
MDBPD0000,Baltimore PD,2013-02,robbery,244
MDBPD0000,Baltimore PD,2014-02,robbery,268
MDBPD0000,Baltimore PD,2015-02,robbery,212
MDBPD0000,Baltimore PD,2016-02,robbery,310
MDBPD0000,Baltimore PD,2017-02,robbery,428
MDBPD0000,Baltimore PD,2018-02,robbery,313
MDBPD0000,Baltimore PD,2019-02,robbery,309
MDBPD0000,Baltimore PD,2020-02,robbery,323
MDBPD0000,Baltimore PD,2021-02,robbery,
MDBPD0000,Baltimore PD,2022-02,robbery,235
MDBPD0000,Baltimore PD,2023-02,robbery,209
MDBPD0000,Baltimore PD,2024-02,robbery,212
MDBPD0000,Baltimore PD,2010-03,robbery,280
MDBPD0000,Baltimore PD,2011-03,robbery,247
MDBPD0000,Baltimore PD,2012-03,robbery,294
MDBPD0000,Baltimore PD,2013-03,robbery,261
MDBPD0000,Baltimore PD,2014-03,robbery,234
MDBPD0000,Baltimore PD,2015-03,robbery,256
MDBPD0000,Baltimore PD,2016-03,robbery,351
MDBPD0000,Baltimore PD,2017-03,robbery,392
MDBPD0000,Baltimore PD,2018-03,robbery,364
MDBPD0000,Baltimore PD,2019-03,robbery,339
MDBPD0000,Baltimore PD,2020-03,robbery,342
MDBPD0000,Baltimore PD,2021-03,robbery,
MDBPD0000,Baltimore PD,2022-03,robbery,270
MDBPD0000,Baltimore PD,2023-03,robbery,228
MDBPD0000,Baltimore PD,2024-03,robbery,277
MDBPD0000,Baltimore PD,2010-04,robbery,295
MDBPD0000,Baltimore PD,2011-04,robbery,272
MDBPD0000,Baltimore PD,2012-04,robbery,241
MDBPD0000,Baltimore PD,2013-04,robbery,317
MDBPD0000,Baltimore PD,2014-04,robbery,205
MDBPD0000,Baltimore PD,2015-04,robbery,248
MDBPD0000,Baltimore PD,2016-04,robbery,399
MDBPD0000,Baltimore PD,2017-04,robbery,429
MDBPD0000,Baltimore PD,2018-04,robbery,384
MDBPD0000,Baltimore PD,2019-04,robbery,311
MDBPD0000,Baltimore PD,2020-04,robbery,207
MDBPD0000,Baltimore PD,2021-04,robbery,
MDBPD0000,Baltimore PD,2022-04,robbery,279
MDBPD0000,Baltimore PD,2023-04,robbery,251
MDBPD0000,Baltimore PD,2024-04,robbery,210
MDBPD0000,Baltimore PD,2010-05,robbery,284
MDBPD0000,Baltimore PD,2011-05,robbery,307
MDBPD0000,Baltimore PD,2012-05,robbery,297
MDBPD0000,Baltimore PD,2013-05,robbery,312
MDBPD0000,Baltimore PD,2014-05,robbery,290
MDBPD0000,Baltimore PD,2015-05,robbery,410
MDBPD0000,Baltimore PD,2016-05,robbery,484
MDBPD0000,Baltimore PD,2017-05,robbery,484
MDBPD0000,Baltimore PD,2018-05,robbery,414
MDBPD0000,Baltimore PD,2019-05,robbery,429
MDBPD0000,Baltimore PD,2020-05,robbery,256
MDBPD0000,Baltimore PD,2021-05,robbery,
MDBPD0000,Baltimore PD,2022-05,robbery,253
MDBPD0000,Baltimore PD,2023-05,robbery,306
MDBPD0000,Baltimore PD,2024-05,robbery,271
MDBPD0000,Baltimore PD,2010-06,robbery,213
MDBPD0000,Baltimore PD,2011-06,robbery,241
MDBPD0000,Baltimore PD,2012-06,robbery,302
MDBPD0000,Baltimore PD,2013-06,robbery,293
MDBPD0000,Baltimore PD,2014-06,robbery,326
MDBPD0000,Baltimore PD,2015-06,robbery,388
MDBPD0000,Baltimore PD,2016-06,robbery,401
MDBPD0000,Baltimore PD,2017-06,robbery,452
MDBPD0000,Baltimore PD,2018-06,robbery,365
MDBPD0000,Baltimore PD,2019-06,robbery,403
MDBPD0000,Baltimore PD,2020-06,robbery,261
MDBPD0000,Baltimore PD,2021-06,robbery,4
MDBPD0000,Baltimore PD,2022-06,robbery,279
MDBPD0000,Baltimore PD,2023-06,robbery,228
MDBPD0000,Baltimore PD,2024-06,robbery,280
MDBPD0000,Baltimore PD,2010-07,robbery,338
MDBPD0000,Baltimore PD,2011-07,robbery,311
MDBPD0000,Baltimore PD,2012-07,robbery,322
MDBPD0000,Baltimore PD,2013-07,robbery,272
MDBPD0000,Baltimore PD,2014-07,robbery,276
MDBPD0000,Baltimore PD,2015-07,robbery,464
MDBPD0000,Baltimore PD,2016-07,robbery,438
MDBPD0000,Baltimore PD,2017-07,robbery,529
MDBPD0000,Baltimore PD,2018-07,robbery,398
MDBPD0000,Baltimore PD,2019-07,robbery,513
MDBPD0000,Baltimore PD,2020-07,robbery,256
MDBPD0000,Baltimore PD,2021-07,robbery,265
MDBPD0000,Baltimore PD,2022-07,robbery,312
MDBPD0000,Baltimore PD,2023-07,robbery,252
MDBPD0000,Baltimore PD,2024-07,robbery,285
MDBPD0000,Baltimore PD,2010-08,robbery,343
MDBPD0000,Baltimore PD,2011-08,robbery,340
MDBPD0000,Baltimore PD,2012-08,robbery,310
MDBPD0000,Baltimore PD,2013-08,robbery,340
MDBPD0000,Baltimore PD,2014-08,robbery,342
MDBPD0000,Baltimore PD,2015-08,robbery,384
MDBPD0000,Baltimore PD,2016-08,robbery,475
MDBPD0000,Baltimore PD,2017-08,robbery,517
MDBPD0000,Baltimore PD,2018-08,robbery,459
MDBPD0000,Baltimore PD,2019-08,robbery,538
MDBPD0000,Baltimore PD,2020-08,robbery,295
MDBPD0000,Baltimore PD,2021-08,robbery,261
MDBPD0000,Baltimore PD,2022-08,robbery,245
MDBPD0000,Baltimore PD,2023-08,robbery,305
MDBPD0000,Baltimore PD,2024-08,robbery,307
MDBPD0000,Baltimore PD,2010-09,robbery,290
MDBPD0000,Baltimore PD,2011-09,robbery,331
MDBPD0000,Baltimore PD,2012-09,robbery,287
MDBPD0000,Baltimore PD,2013-09,robbery,307
MDBPD0000,Baltimore PD,2014-09,robbery,322
MDBPD0000,Baltimore PD,2015-09,robbery,396
MDBPD0000,Baltimore PD,2016-09,robbery,449
MDBPD0000,Baltimore PD,2017-09,robbery,510
MDBPD0000,Baltimore PD,2018-09,robbery,440
MDBPD0000,Baltimore PD,2019-09,robbery,449
MDBPD0000,Baltimore PD,2020-09,robbery,279
MDBPD0000,Baltimore PD,2021-09,robbery,277
MDBPD0000,Baltimore PD,2022-09,robbery,244
MDBPD0000,Baltimore PD,2023-09,robbery,303
MDBPD0000,Baltimore PD,2024-09,robbery,369
MDBPD0000,Baltimore PD,2010-10,robbery,300
MDBPD0000,Baltimore PD,2011-10,robbery,304
MDBPD0000,Baltimore PD,2012-10,robbery,346
MDBPD0000,Baltimore PD,2013-10,robbery,367
MDBPD0000,Baltimore PD,2014-10,robbery,396
MDBPD0000,Baltimore PD,2015-10,robbery,365
MDBPD0000,Baltimore PD,2016-10,robbery,525
MDBPD0000,Baltimore PD,2017-10,robbery,510
MDBPD0000,Baltimore PD,2018-10,robbery,485
MDBPD0000,Baltimore PD,2019-10,robbery,424
MDBPD0000,Baltimore PD,2020-10,robbery,281
MDBPD0000,Baltimore PD,2021-10,robbery,297
MDBPD0000,Baltimore PD,2022-10,robbery,301
MDBPD0000,Baltimore PD,2023-10,robbery,397
MDBPD0000,Baltimore PD,2024-10,robbery,263
MDBPD0000,Baltimore PD,2010-11,robbery,286
MDBPD0000,Baltimore PD,2011-11,robbery,285
MDBPD0000,Baltimore PD,2012-11,robbery,340
MDBPD0000,Baltimore PD,2013-11,robbery,305
MDBPD0000,Baltimore PD,2014-11,robbery,353
MDBPD0000,Baltimore PD,2015-11,robbery,414
MDBPD0000,Baltimore PD,2016-11,robbery,545
MDBPD0000,Baltimore PD,2017-11,robbery,494
MDBPD0000,Baltimore PD,2018-11,robbery,496
MDBPD0000,Baltimore PD,2019-11,robbery,398
MDBPD0000,Baltimore PD,2020-11,robbery,296
MDBPD0000,Baltimore PD,2021-11,robbery,283
MDBPD0000,Baltimore PD,2022-11,robbery,302
MDBPD0000,Baltimore PD,2023-11,robbery,297
MDBPD0000,Baltimore PD,2024-11,robbery,250
MDBPD0000,Baltimore PD,2010-12,robbery,297
MDBPD0000,Baltimore PD,2011-12,robbery,339
MDBPD0000,Baltimore PD,2012-12,robbery,378
MDBPD0000,Baltimore PD,2013-12,robbery,374
MDBPD0000,Baltimore PD,2014-12,robbery,347
MDBPD0000,Baltimore PD,2015-12,robbery,464
MDBPD0000,Baltimore PD,2016-12,robbery,464
MDBPD0000,Baltimore PD,2017-12,robbery,539
MDBPD0000,Baltimore PD,2018-12,robbery,470
MDBPD0000,Baltimore PD,2019-12,robbery,317
MDBPD0000,Baltimore PD,2020-12,robbery,240
MDBPD0000,Baltimore PD,2021-12,robbery,366
MDBPD0000,Baltimore PD,2022-12,robbery,252
MDBPD0000,Baltimore PD,2023-12,robbery,288
MDBPD0000,Baltimore PD,2024-12,robbery,243
MDBPD0000,Baltimore PD,2010-01,homicide,12
MDBPD0000,Baltimore PD,2011-01,homicide,15
MDBPD0000,Baltimore PD,2012-01,homicide,11
MDBPD0000,Baltimore PD,2013-01,homicide,14
MDBPD0000,Baltimore PD,2014-01,homicide,27
MDBPD0000,Baltimore PD,2015-01,homicide,23
MDBPD0000,Baltimore PD,2016-01,homicide,14
MDBPD0000,Baltimore PD,2017-01,homicide,32
MDBPD0000,Baltimore PD,2018-01,homicide,26
MDBPD0000,Baltimore PD,2019-01,homicide,25
MDBPD0000,Baltimore PD,2020-01,homicide,26
MDBPD0000,Baltimore PD,2021-01,homicide,
MDBPD0000,Baltimore PD,2022-01,homicide,37
MDBPD0000,Baltimore PD,2023-01,homicide,26
MDBPD0000,Baltimore PD,2024-01,homicide,16
MDBPD0000,Baltimore PD,2010-02,homicide,13
MDBPD0000,Baltimore PD,2011-02,homicide,10
MDBPD0000,Baltimore PD,2012-02,homicide,11
MDBPD0000,Baltimore PD,2013-02,homicide,15
MDBPD0000,Baltimore PD,2014-02,homicide,10
MDBPD0000,Baltimore PD,2015-02,homicide,13
MDBPD0000,Baltimore PD,2016-02,homicide,24
MDBPD0000,Baltimore PD,2017-02,homicide,22
MDBPD0000,Baltimore PD,2018-02,homicide,15
MDBPD0000,Baltimore PD,2019-02,homicide,20
MDBPD0000,Baltimore PD,2020-02,homicide,24
MDBPD0000,Baltimore PD,2021-02,homicide,
MDBPD0000,Baltimore PD,2022-02,homicide,22
MDBPD0000,Baltimore PD,2023-02,homicide,16
MDBPD0000,Baltimore PD,2024-02,homicide,12
MDBPD0000,Baltimore PD,2010-03,homicide,16
MDBPD0000,Baltimore PD,2011-03,homicide,19
MDBPD0000,Baltimore PD,2012-03,homicide,19
MDBPD0000,Baltimore PD,2013-03,homicide,20
MDBPD0000,Baltimore PD,2014-03,homicide,7
MDBPD0000,Baltimore PD,2015-03,homicide,15
MDBPD0000,Baltimore PD,2016-03,homicide,18
MDBPD0000,Baltimore PD,2017-03,homicide,25
MDBPD0000,Baltimore PD,2018-03,homicide,17
MDBPD0000,Baltimore PD,2019-03,homicide,25
MDBPD0000,Baltimore PD,2020-03,homicide,18
MDBPD0000,Baltimore PD,2021-03,homicide,
MDBPD0000,Baltimore PD,2022-03,homicide,28
MDBPD0000,Baltimore PD,2023-03,homicide,18
MDBPD0000,Baltimore PD,2024-03,homicide,16
MDBPD0000,Baltimore PD,2010-04,homicide,16
MDBPD0000,Baltimore PD,2011-04,homicide,27
MDBPD0000,Baltimore PD,2012-04,homicide,21
MDBPD0000,Baltimore PD,2013-04,homicide,20
MDBPD0000,Baltimore PD,2014-04,homicide,12
MDBPD0000,Baltimore PD,2015-04,homicide,22
MDBPD0000,Baltimore PD,2016-04,homicide,28
MDBPD0000,Baltimore PD,2017-04,homicide,29
MDBPD0000,Baltimore PD,2018-04,homicide,33
MDBPD0000,Baltimore PD,2019-04,homicide,22
MDBPD0000,Baltimore PD,2020-04,homicide,20
MDBPD0000,Baltimore PD,2021-04,homicide,
MDBPD0000,Baltimore PD,2022-04,homicide,29
MDBPD0000,Baltimore PD,2023-04,homicide,27
MDBPD0000,Baltimore PD,2024-04,homicide,12
MDBPD0000,Baltimore PD,2010-05,homicide,23
MDBPD0000,Baltimore PD,2011-05,homicide,15
MDBPD0000,Baltimore PD,2012-05,homicide,25
MDBPD0000,Baltimore PD,2013-05,homicide,19
MDBPD0000,Baltimore PD,2014-05,homicide,23
MDBPD0000,Baltimore PD,2015-05,homicide,42
MDBPD0000,Baltimore PD,2016-05,homicide,26
MDBPD0000,Baltimore PD,2017-05,homicide,38
MDBPD0000,Baltimore PD,2018-05,homicide,19
MDBPD0000,Baltimore PD,2019-05,homicide,33
MDBPD0000,Baltimore PD,2020-05,homicide,35
MDBPD0000,Baltimore PD,2021-05,homicide,
MDBPD0000,Baltimore PD,2022-05,homicide,24
MDBPD0000,Baltimore PD,2023-05,homicide,24
MDBPD0000,Baltimore PD,2024-05,homicide,14
MDBPD0000,Baltimore PD,2010-06,homicide,20
MDBPD0000,Baltimore PD,2011-06,homicide,16
MDBPD0000,Baltimore PD,2012-06,homicide,16
MDBPD0000,Baltimore PD,2013-06,homicide,27
MDBPD0000,Baltimore PD,2014-06,homicide,20
MDBPD0000,Baltimore PD,2015-06,homicide,29
MDBPD0000,Baltimore PD,2016-06,homicide,27
MDBPD0000,Baltimore PD,2017-06,homicide,24
MDBPD0000,Baltimore PD,2018-06,homicide,23
MDBPD0000,Baltimore PD,2019-06,homicide,33
MDBPD0000,Baltimore PD,2020-06,homicide,34
MDBPD0000,Baltimore PD,2021-06,homicide,0
MDBPD0000,Baltimore PD,2022-06,homicide,36
MDBPD0000,Baltimore PD,2023-06,homicide,24
MDBPD0000,Baltimore PD,2024-06,homicide,17
MDBPD0000,Baltimore PD,2010-07,homicide,24
MDBPD0000,Baltimore PD,2011-07,homicide,24
MDBPD0000,Baltimore PD,2012-07,homicide,17
MDBPD0000,Baltimore PD,2013-07,homicide,22
MDBPD0000,Baltimore PD,2014-07,homicide,20
MDBPD0000,Baltimore PD,2015-07,homicide,45
MDBPD0000,Baltimore PD,2016-07,homicide,36
MDBPD0000,Baltimore PD,2017-07,homicide,34
MDBPD0000,Baltimore PD,2018-07,homicide,30
MDBPD0000,Baltimore PD,2019-07,homicide,38
MDBPD0000,Baltimore PD,2020-07,homicide,31
MDBPD0000,Baltimore PD,2021-07,homicide,30
MDBPD0000,Baltimore PD,2022-07,homicide,31
MDBPD0000,Baltimore PD,2023-07,homicide,18
MDBPD0000,Baltimore PD,2024-07,homicide,23
MDBPD0000,Baltimore PD,2010-08,homicide,23
MDBPD0000,Baltimore PD,2011-08,homicide,13
MDBPD0000,Baltimore PD,2012-08,homicide,20
MDBPD0000,Baltimore PD,2013-08,homicide,16
MDBPD0000,Baltimore PD,2014-08,homicide,26
MDBPD0000,Baltimore PD,2015-08,homicide,34
MDBPD0000,Baltimore PD,2016-08,homicide,27
MDBPD0000,Baltimore PD,2017-08,homicide,31
MDBPD0000,Baltimore PD,2018-08,homicide,30
MDBPD0000,Baltimore PD,2019-08,homicide,31
MDBPD0000,Baltimore PD,2020-08,homicide,22
MDBPD0000,Baltimore PD,2021-08,homicide,28
MDBPD0000,Baltimore PD,2022-08,homicide,27
MDBPD0000,Baltimore PD,2023-08,homicide,26
MDBPD0000,Baltimore PD,2024-08,homicide,18
MDBPD0000,Baltimore PD,2010-09,homicide,16
MDBPD0000,Baltimore PD,2011-09,homicide,19
MDBPD0000,Baltimore PD,2012-09,homicide,25
MDBPD0000,Baltimore PD,2013-09,homicide,21
MDBPD0000,Baltimore PD,2014-09,homicide,18
MDBPD0000,Baltimore PD,2015-09,homicide,27
MDBPD0000,Baltimore PD,2016-09,homicide,30
MDBPD0000,Baltimore PD,2017-09,homicide,31
MDBPD0000,Baltimore PD,2018-09,homicide,35
MDBPD0000,Baltimore PD,2019-09,homicide,29
MDBPD0000,Baltimore PD,2020-09,homicide,32
