ori,agency,period,offense,count
TN0190100,Metro Nashville PD,2014-01,homicide,2
TN0190100,Metro Nashville PD,2015-01,homicide,7
TN0190100,Metro Nashville PD,2016-01,homicide,7
TN0190100,Metro Nashville PD,2017-01,homicide,9
TN0190100,Metro Nashville PD,2018-01,homicide,10
TN0190100,Metro Nashville PD,2019-01,homicide,6
TN0190100,Metro Nashville PD,2020-01,homicide,8
TN0190100,Metro Nashville PD,2021-01,homicide,11
TN0190100,Metro Nashville PD,2022-01,homicide,9
TN0190100,Metro Nashville PD,2023-01,homicide,16
TN0190100,Metro Nashville PD,2024-01,homicide,4
TN0190100,Metro Nashville PD,2010-02,homicide,4
TN0190100,Metro Nashville PD,2011-02,homicide,4
TN0190100,Metro Nashville PD,2012-02,homicide,3
TN0190100,Metro Nashville PD,2013-02,homicide,0
TN0190100,Metro Nashville PD,2014-02,homicide,8
TN0190100,Metro Nashville PD,2015-02,homicide,2
TN0190100,Metro Nashville PD,2016-02,homicide,10
TN0190100,Metro Nashville PD,2017-02,homicide,5
TN0190100,Metro Nashville PD,2018-02,homicide,6
TN0190100,Metro Nashville PD,2019-02,homicide,4
TN0190100,Metro Nashville PD,2020-02,homicide,5
TN0190100,Metro Nashville PD,2021-02,homicide,16
TN0190100,Metro Nashville PD,2022-02,homicide,8
TN0190100,Metro Nashville PD,2023-02,homicide,5
TN0190100,Metro Nashville PD,2024-02,homicide,5
TN0190100,Metro Nashville PD,2010-03,homicide,5
TN0190100,Metro Nashville PD,2011-03,homicide,5
TN0190100,Metro Nashville PD,2012-03,homicide,2
TN0190100,Metro Nashville PD,2013-03,homicide,2
TN0190100,Metro Nashville PD,2014-03,homicide,5
TN0190100,Metro Nashville PD,2015-03,homicide,4
TN0190100,Metro Nashville PD,2016-03,homicide,3
TN0190100,Metro Nashville PD,2017-03,homicide,7
TN0190100,Metro Nashville PD,2018-03,homicide,3
TN0190100,Metro Nashville PD,2019-03,homicide,3
TN0190100,Metro Nashville PD,2020-03,homicide,12
TN0190100,Metro Nashville PD,2021-03,homicide,7
TN0190100,Metro Nashville PD,2022-03,homicide,11
TN0190100,Metro Nashville PD,2023-03,homicide,12
TN0190100,Metro Nashville PD,2024-03,homicide,9
TN0190100,Metro Nashville PD,2010-04,homicide,6
TN0190100,Metro Nashville PD,2011-04,homicide,1
TN0190100,Metro Nashville PD,2012-04,homicide,6
TN0190100,Metro Nashville PD,2013-04,homicide,5
TN0190100,Metro Nashville PD,2014-04,homicide,1
TN0190100,Metro Nashville PD,2015-04,homicide,4
TN0190100,Metro Nashville PD,2016-04,homicide,3
TN0190100,Metro Nashville PD,2017-04,homicide,6
TN0190100,Metro Nashville PD,2018-04,homicide,6
TN0190100,Metro Nashville PD,2019-04,homicide,6
TN0190100,Metro Nashville PD,2020-04,homicide,6
TN0190100,Metro Nashville PD,2021-04,homicide,9
TN0190100,Metro Nashville PD,2022-04,homicide,7
TN0190100,Metro Nashville PD,2023-04,homicide,7
TN0190100,Metro Nashville PD,2024-04,homicide,10
TN0190100,Metro Nashville PD,2010-05,homicide,4
TN0190100,Metro Nashville PD,2011-05,homicide,7
TN0190100,Metro Nashville PD,2012-05,homicide,1
TN0190100,Metro Nashville PD,2013-05,homicide,1
TN0190100,Metro Nashville PD,2014-05,homicide,3
TN0190100,Metro Nashville PD,2015-05,homicide,7
TN0190100,Metro Nashville PD,2016-05,homicide,4
TN0190100,Metro Nashville PD,2017-05,homicide,12
TN0190100,Metro Nashville PD,2018-05,homicide,8
TN0190100,Metro Nashville PD,2019-05,homicide,2
TN0190100,Metro Nashville PD,2020-05,homicide,3
TN0190100,Metro Nashville PD,2021-05,homicide,7
TN0190100,Metro Nashville PD,2022-05,homicide,11
TN0190100,Metro Nashville PD,2023-05,homicide,5
TN0190100,Metro Nashville PD,2024-05,homicide,6
TN0190100,Metro Nashville PD,2010-06,homicide,2
TN0190100,Metro Nashville PD,2011-06,homicide,2
TN0190100,Metro Nashville PD,2012-06,homicide,6
TN0190100,Metro Nashville PD,2013-06,homicide,5
TN0190100,Metro Nashville PD,2014-06,homicide,1
TN0190100,Metro Nashville PD,2015-06,homicide,6
TN0190100,Metro Nashville PD,2016-06,homicide,7
TN0190100,Metro Nashville PD,2017-06,homicide,14
TN0190100,Metro Nashville PD,2018-06,homicide,7
TN0190100,Metro Nashville PD,2019-06,homicide,11
TN0190100,Metro Nashville PD,2020-06,homicide,12
TN0190100,Metro Nashville PD,2021-06,homicide,13
TN0190100,Metro Nashville PD,2022-06,homicide,10
TN0190100,Metro Nashville PD,2023-06,homicide,4
TN0190100,Metro Nashville PD,2024-06,homicide,8
TN0190100,Metro Nashville PD,2010-07,homicide,6
TN0190100,Metro Nashville PD,2011-07,homicide,8
TN0190100,Metro Nashville PD,2012-07,homicide,5
TN0190100,Metro Nashville PD,2013-07,homicide,3
TN0190100,Metro Nashville PD,2014-07,homicide,2
TN0190100,Metro Nashville PD,2015-07,homicide,7
TN0190100,Metro Nashville PD,2016-07,homicide,11
TN0190100,Metro Nashville PD,2017-07,homicide,13
TN0190100,Metro Nashville PD,2018-07,homicide,9
TN0190100,Metro Nashville PD,2019-07,homicide,9
TN0190100,Metro Nashville PD,2020-07,homicide,8
TN0190100,Metro Nashville PD,2021-07,homicide,6
TN0190100,Metro Nashville PD,2022-07,homicide,10
TN0190100,Metro Nashville PD,2023-07,homicide,12
TN0190100,Metro Nashville PD,2024-07,homicide,9
TN0190100,Metro Nashville PD,2010-08,homicide,5
TN0190100,Metro Nashville PD,2011-08,homicide,5
TN0190100,Metro Nashville PD,2012-08,homicide,8
TN0190100,Metro Nashville PD,2013-08,homicide,6
TN0190100,Metro Nashville PD,2014-08,homicide,4
TN0190100,Metro Nashville PD,2015-08,homicide,8
TN0190100,Metro Nashville PD,2016-08,homicide,1
TN0190100,Metro Nashville PD,2017-08,homicide,8
TN0190100,Metro Nashville PD,2018-08,homicide,8
TN0190100,Metro Nashville PD,2019-08,homicide,6
TN0190100,Metro Nashville PD,2020-08,homicide,9
TN0190100,Metro Nashville PD,2021-08,homicide,7
TN0190100,Metro Nashville PD,2022-08,homicide,13
TN0190100,Metro Nashville PD,2023-08,homicide,8
TN0190100,Metro Nashville PD,2024-08,homicide,11
TN0190100,Metro Nashville PD,2010-09,homicide,7
TN0190100,Metro Nashville PD,2011-09,homicide,3
TN0190100,Metro Nashville PD,2012-09,homicide,9
TN0190100,Metro Nashville PD,2013-09,homicide,3
TN0190100,Metro Nashville PD,2014-09,homicide,5
TN0190100,Metro Nashville PD,2015-09,homicide,10
TN0190100,Metro Nashville PD,2016-09,homicide,11
TN0190100,Metro Nashville PD,2017-09,homicide,8
TN0190100,Metro Nashville PD,2018-09,homicide,11
TN0190100,Metro Nashville PD,2019-09,homicide,10
TN0190100,Metro Nashville PD,2020-09,homicide,9
TN0190100,Metro Nashville PD,2021-09,homicide,9
TN0190100,Metro Nashville PD,2022-09,homicide,8
TN0190100,Metro Nashville PD,2023-09,homicide,7
TN0190100,Metro Nashville PD,2024-09,homicide,9
TN0190100,Metro Nashville PD,2010-10,homicide,6
TN0190100,Metro Nashville PD,2011-10,homicide,6
TN0190100,Metro Nashville PD,2012-10,homicide,8
TN0190100,Metro Nashville PD,2013-10,homicide,2
TN0190100,Metro Nashville PD,2014-10,homicide,3
TN0190100,Metro Nashville PD,2015-10,homicide,8
TN0190100,Metro Nashville PD,2016-10,homicide,4
TN0190100,Metro Nashville PD,2017-10,homicide,5
TN0190100,Metro Nashville PD,2018-10,homicide,6
TN0190100,Metro Nashville PD,2019-10,homicide,12
TN0190100,Metro Nashville PD,2020-10,homicide,16
TN0190100,Metro Nashville PD,2021-10,homicide,5
TN0190100,Metro Nashville PD,2022-10,homicide,9
TN0190100,Metro Nashville PD,2023-10,homicide,10
TN0190100,Metro Nashville PD,2024-10,homicide,14
TN0190100,Metro Nashville PD,2010-11,homicide,3
TN0190100,Metro Nashville PD,2011-11,homicide,2
TN0190100,Metro Nashville PD,2012-11,homicide,2
TN0190100,Metro Nashville PD,2013-11,homicide,4
TN0190100,Metro Nashville PD,2014-11,homicide,5
TN0190100,Metro Nashville PD,2015-11,homicide,5
TN0190100,Metro Nashville PD,2016-11,homicide,8
TN0190100,Metro Nashville PD,2017-11,homicide,10
TN0190100,Metro Nashville PD,2018-11,homicide,5
TN0190100,Metro Nashville PD,2019-11,homicide,6
TN0190100,Metro Nashville PD,2020-11,homicide,11
TN0190100,Metro Nashville PD,2021-11,homicide,8
TN0190100,Metro Nashville PD,2022-11,homicide,8
TN0190100,Metro Nashville PD,2023-11,homicide,8
TN0190100,Metro Nashville PD,2024-11,homicide,11
TN0190100,Metro Nashville PD,2010-12,homicide,2
TN0190100,Metro Nashville PD,2011-12,homicide,4
TN0190100,Metro Nashville PD,2012-12,homicide,4
TN0190100,Metro Nashville PD,2013-12,homicide,2
TN0190100,Metro Nashville PD,2014-12,homicide,3
TN0190100,Metro Nashville PD,2015-12,homicide,11
TN0190100,Metro Nashville PD,2016-12,homicide,12
TN0190100,Metro Nashville PD,2017-12,homicide,13
TN0190100,Metro Nashville PD,2018-12,homicide,10
TN0190100,Metro Nashville PD,2019-12,homicide,11
TN0190100,Metro Nashville PD,2020-12,homicide,16
TN0190100,Metro Nashville PD,2021-12,homicide,3
TN0190100,Metro Nashville PD,2022-12,homicide,5
TN0190100,Metro Nashville PD,2023-12,homicide,7
TN0190100,Metro Nashville PD,2024-12,homicide,7
TX2270100,Austin PD,2010-01,aggravated-assault,195
TX2270100,Austin PD,2011-01,aggravated-assault,151
TX2270100,Austin PD,2012-01,aggravated-assault,197
TX2270100,Austin PD,2013-01,aggravated-assault,139
TX2270100,Austin PD,2014-01,aggravated-assault,176
TX2270100,Austin PD,2015-01,aggravated-assault,141
TX2270100,Austin PD,2016-01,aggravated-assault,185
TX2270100,Austin PD,2017-01,aggravated-assault,181
TX2270100,Austin PD,2018-01,aggravated-assault,140
TX2270100,Austin PD,2019-01,aggravated-assault,172
TX2270100,Austin PD,2020-01,aggravated-assault,205
TX2270100,Austin PD,2021-01,aggravated-assault,282
TX2270100,Austin PD,2022-01,aggravated-assault,299
TX2270100,Austin PD,2023-01,aggravated-assault,295
TX2270100,Austin PD,2024-01,aggravated-assault,244
TX2270100,Austin PD,2010-02,aggravated-assault,136
TX2270100,Austin PD,2011-02,aggravated-assault,157
TX2270100,Austin PD,2012-02,aggravated-assault,166
TX2270100,Austin PD,2013-02,aggravated-assault,163
TX2270100,Austin PD,2014-02,aggravated-assault,146
TX2270100,Austin PD,2015-02,aggravated-assault,156
TX2270100,Austin PD,2016-02,aggravated-assault,142
TX2270100,Austin PD,2017-02,aggravated-assault,158
TX2270100,Austin PD,2018-02,aggravated-assault,149
TX2270100,Austin PD,2019-02,aggravated-assault,193
TX2270100,Austin PD,2020-02,aggravated-assault,181
TX2270100,Austin PD,2021-02,aggravated-assault,237
TX2270100,Austin PD,2022-02,aggravated-assault,289
TX2270100,Austin PD,2023-02,aggravated-assault,256
TX2270100,Austin PD,2024-02,aggravated-assault,211
TX2270100,Austin PD,2010-03,aggravated-assault,194
TX2270100,Austin PD,2011-03,aggravated-assault,173
TX2270100,Austin PD,2012-03,aggravated-assault,173
TX2270100,Austin PD,2013-03,aggravated-assault,180
TX2270100,Austin PD,2014-03,aggravated-assault,186
TX2270100,Austin PD,2015-03,aggravated-assault,174
TX2270100,Austin PD,2016-03,aggravated-assault,215
TX2270100,Austin PD,2017-03,aggravated-assault,176
TX2270100,Austin PD,2018-03,aggravated-assault,171
TX2270100,Austin PD,2019-03,aggravated-assault,194
TX2270100,Austin PD,2020-03,aggravated-assault,248
TX2270100,Austin PD,2021-03,aggravated-assault,241
TX2270100,Austin PD,2022-03,aggravated-assault,324
TX2270100,Austin PD,2023-03,aggravated-assault,337
TX2270100,Austin PD,2024-03,aggravated-assault,305
TX2270100,Austin PD,2010-04,aggravated-assault,191
TX2270100,Austin PD,2011-04,aggravated-assault,207
TX2270100,Austin PD,2012-04,aggravated-assault,195
TX2270100,Austin PD,2013-04,aggravated-assault,146
TX2270100,Austin PD,2014-04,aggravated-assault,168
TX2270100,Austin PD,2015-04,aggravated-assault,144
TX2270100,Austin PD,2016-04,aggravated-assault,195
TX2270100,Austin PD,2017-04,aggravated-assault,176
TX2270100,Austin PD,2018-04,aggravated-assault,151
TX2270100,Austin PD,2019-04,aggravated-assault,202
TX2270100,Austin PD,2020-04,aggravated-assault,207
TX2270100,Austin PD,2021-04,aggravated-assault,275
TX2270100,Austin PD,2022-04,aggravated-assault,334
TX2270100,Austin PD,2023-04,aggravated-assault,285
TX2270100,Austin PD,2024-04,aggravated-assault,262
TX2270100,Austin PD,2010-05,aggravated-assault,253
TX2270100,Austin PD,2011-05,aggravated-assault,214
TX2270100,Austin PD,2012-05,aggravated-assault,186
TX2270100,Austin PD,2013-05,aggravated-assault,208
TX2270100,Austin PD,2014-05,aggravated-assault,189
TX2270100,Austin PD,2015-05,aggravated-assault,187
TX2270100,Austin PD,2016-05,aggravated-assault,190
TX2270100,Austin PD,2017-05,aggravated-assault,195
TX2270100,Austin PD,2018-05,aggravated-assault,186
TX2270100,Austin PD,2019-05,aggravated-assault,199
TX2270100,Austin PD,2020-05,aggravated-assault,281
TX2270100,Austin PD,2021-05,aggravated-assault,309
TX2270100,Austin PD,2022-05,aggravated-assault,310
TX2270100,Austin PD,2023-05,aggravated-assault,312
TX2270100,Austin PD,2024-05,aggravated-assault,266
TX2270100,Austin PD,2010-06,aggravated-assault,177
TX2270100,Austin PD,2011-06,aggravated-assault,202
TX2270100,Austin PD,2012-06,aggravated-assault,181
TX2270100,Austin PD,2013-06,aggravated-assault,207
TX2270100,Austin PD,2014-06,aggravated-assault,206
TX2270100,Austin PD,2015-06,aggravated-assault,175
TX2270100,Austin PD,2016-06,aggravated-assault,183
TX2270100,Austin PD,2017-06,aggravated-assault,195
TX2270100,Austin PD,2018-06,aggravated-assault,180
TX2270100,Austin PD,2019-06,aggravated-assault,219
TX2270100,Austin PD,2020-06,aggravated-assault,261
TX2270100,Austin PD,2021-06,aggravated-assault,295
TX2270100,Austin PD,2022-06,aggravated-assault,385
TX2270100,Austin PD,2023-06,aggravated-assault,285
TX2270100,Austin PD,2024-06,aggravated-assault,303
TX2270100,Austin PD,2010-07,aggravated-assault,178
TX2270100,Austin PD,2011-07,aggravated-assault,182
TX2270100,Austin PD,2012-07,aggravated-assault,211
TX2270100,Austin PD,2013-07,aggravated-assault,214
TX2270100,Austin PD,2014-07,aggravated-assault,208
TX2270100,Austin PD,2015-07,aggravated-assault,224
TX2270100,Austin PD,2016-07,aggravated-assault,145
TX2270100,Austin PD,2017-07,aggravated-assault,221
TX2270100,Austin PD,2018-07,aggravated-assault,186
TX2270100,Austin PD,2019-07,aggravated-assault,263
TX2270100,Austin PD,2020-07,aggravated-assault,340
TX2270100,Austin PD,2021-07,aggravated-assault,295
TX2270100,Austin PD,2022-07,aggravated-assault,331
TX2270100,Austin PD,2023-07,aggravated-assault,316
TX2270100,Austin PD,2024-07,aggravated-assault,245
TX2270100,Austin PD,2010-08,aggravated-assault,193
TX2270100,Austin PD,2011-08,aggravated-assault,144
TX2270100,Austin PD,2012-08,aggravated-assault,174
TX2270100,Austin PD,2013-08,aggravated-assault,197
TX2270100,Austin PD,2014-08,aggravated-assault,158
TX2270100,Austin PD,2015-08,aggravated-assault,171
TX2270100,Austin PD,2016-08,aggravated-assault,150
TX2270100,Austin PD,2017-08,aggravated-assault,162
TX2270100,Austin PD,2018-08,aggravated-assault,161
TX2270100,Austin PD,2019-08,aggravated-assault,236
TX2270100,Austin PD,2020-08,aggravated-assault,281
TX2270100,Austin PD,2021-08,aggravated-assault,316
TX2270100,Austin PD,2022-08,aggravated-assault,301
TX2270100,Austin PD,2023-08,aggravated-assault,328
TX2270100,Austin PD,2024-08,aggravated-assault,256
TX2270100,Austin PD,2010-09,aggravated-assault,182
TX2270100,Austin PD,2011-09,aggravated-assault,193
TX2270100,Austin PD,2012-09,aggravated-assault,203
TX2270100,Austin PD,2013-09,aggravated-assault,174
TX2270100,Austin PD,2014-09,aggravated-assault,157
TX2270100,Austin PD,2015-09,aggravated-assault,176
TX2270100,Austin PD,2016-09,aggravated-assault,187
TX2270100,Austin PD,2017-09,aggravated-assault,171
TX2270100,Austin PD,2018-09,aggravated-assault,152
TX2270100,Austin PD,2019-09,aggravated-assault,237
TX2270100,Austin PD,2020-09,aggravated-assault,290
TX2270100,Austin PD,2021-09,aggravated-assault,274
TX2270100,Austin PD,2022-09,aggravated-assault,275
TX2270100,Austin PD,2023-09,aggravated-assault,247
TX2270100,Austin PD,2024-09,aggravated-assault,230
TX2270100,Austin PD,2010-10,aggravated-assault,205
TX2270100,Austin PD,2011-10,aggravated-assault,174
TX2270100,Austin PD,2012-10,aggravated-assault,189
TX2270100,Austin PD,2013-10,aggravated-assault,193
TX2270100,Austin PD,2014-10,aggravated-assault,167
TX2270100,Austin PD,2015-10,aggravated-assault,146
TX2270100,Austin PD,2016-10,aggravated-assault,191
TX2270100,Austin PD,2017-10,aggravated-assault,194
TX2270100,Austin PD,2018-10,aggravated-assault,154
TX2270100,Austin PD,2019-10,aggravated-assault,218
TX2270100,Austin PD,2020-10,aggravated-assault,254
TX2270100,Austin PD,2021-10,aggravated-assault,300
TX2270100,Austin PD,2022-10,aggravated-assault,284
TX2270100,Austin PD,2023-10,aggravated-assault,284
TX2270100,Austin PD,2024-10,aggravated-assault,275
TX2270100,Austin PD,2010-11,aggravated-assault,154
TX2270100,Austin PD,2011-11,aggravated-assault,173
TX2270100,Austin PD,2012-11,aggravated-assault,164
TX2270100,Austin PD,2013-11,aggravated-assault,157
TX2270100,Austin PD,2014-11,aggravated-assault,170
TX2270100,Austin PD,2015-11,aggravated-assault,180
TX2270100,Austin PD,2016-11,aggravated-assault,148
TX2270100,Austin PD,2017-11,aggravated-assault,197
TX2270100,Austin PD,2018-11,aggravated-assault,119
TX2270100,Austin PD,2019-11,aggravated-assault,225
TX2270100,Austin PD,2020-11,aggravated-assault,302
TX2270100,Austin PD,2021-11,aggravated-assault,268
TX2270100,Austin PD,2022-11,aggravated-assault,277
TX2270100,Austin PD,2023-11,aggravated-assault,218
TX2270100,Austin PD,2024-11,aggravated-assault,200
TX2270100,Austin PD,2010-12,aggravated-assault,198
TX2270100,Austin PD,2011-12,aggravated-assault,156
TX2270100,Austin PD,2012-12,aggravated-assault,148
TX2270100,Austin PD,2013-12,aggravated-assault,139
TX2270100,Austin PD,2014-12,aggravated-assault,174
TX2270100,Austin PD,2015-12,aggravated-assault,184
TX2270100,Austin PD,2016-12,aggravated-assault,138
TX2270100,Austin PD,2017-12,aggravated-assault,160
TX2270100,Austin PD,2018-12,aggravated-assault,131
TX2270100,Austin PD,2019-12,aggravated-assault,171
TX2270100,Austin PD,2020-12,aggravated-assault,280
TX2270100,Austin PD,2021-12,aggravated-assault,285
TX2270100,Austin PD,2022-12,aggravated-assault,279
TX2270100,Austin PD,2023-12,aggravated-assault,260
TX2270100,Austin PD,2024-12,aggravated-assault,245
TX2270100,Austin PD,2010-01,robbery,111
TX2270100,Austin PD,2011-01,robbery,76
TX2270100,Austin PD,2012-01,robbery,81
TX2270100,Austin PD,2013-01,robbery,73
TX2270100,Austin PD,2014-01,robbery,58
TX2270100,Austin PD,2015-01,robbery,60
TX2270100,Austin PD,2016-01,robbery,90
TX2270100,Austin PD,2017-01,robbery,74
TX2270100,Austin PD,2018-01,robbery,102
TX2270100,Austin PD,2019-01,robbery,80
TX2270100,Austin PD,2020-01,robbery,75
TX2270100,Austin PD,2021-01,robbery,100
TX2270100,Austin PD,2022-01,robbery,89
TX2270100,Austin PD,2023-01,robbery,75
TX2270100,Austin PD,2024-01,robbery,62
TX2270100,Austin PD,2010-02,robbery,68
TX2270100,Austin PD,2011-02,robbery,99
TX2270100,Austin PD,2012-02,robbery,72
TX2270100,Austin PD,2013-02,robbery,55
TX2270100,Austin PD,2014-02,robbery,46
TX2270100,Austin PD,2015-02,robbery,68
TX2270100,Austin PD,2016-02,robbery,65
TX2270100,Austin PD,2017-02,robbery,73
TX2270100,Austin PD,2018-02,robbery,92
TX2270100,Austin PD,2019-02,robbery,74
TX2270100,Austin PD,2020-02,robbery,63
TX2270100,Austin PD,2021-02,robbery,66
TX2270100,Austin PD,2022-02,robbery,78
TX2270100,Austin PD,2023-02,robbery,112
TX2270100,Austin PD,2024-02,robbery,58
TX2270100,Austin PD,2010-03,robbery,100
TX2270100,Austin PD,2011-03,robbery,84
TX2270100,Austin PD,2012-03,robbery,100
TX2270100,Austin PD,2013-03,robbery,65
TX2270100,Austin PD,2014-03,robbery,62
TX2270100,Austin PD,2015-03,robbery,82
TX2270100,Austin PD,2016-03,robbery,97
TX2270100,Austin PD,2017-03,robbery,107
TX2270100,Austin PD,2018-03,robbery,96
TX2270100,Austin PD,2019-03,robbery,71
TX2270100,Austin PD,2020-03,robbery,86
TX2270100,Austin PD,2021-03,robbery,67
TX2270100,Austin PD,2022-03,robbery,76
TX2270100,Austin PD,2023-03,robbery,85
TX2270100,Austin PD,2024-03,robbery,72
TX2270100,Austin PD,2010-04,robbery,122
TX2270100,Austin PD,2011-04,robbery,110
TX2270100,Austin PD,2012-04,robbery,91
TX2270100,Austin PD,2013-04,robbery,58
TX2270100,Austin PD,2014-04,robbery,66
TX2270100,Austin PD,2015-04,robbery,68
TX2270100,Austin PD,2016-04,robbery,88
TX2270100,Austin PD,2017-04,robbery,57
TX2270100,Austin PD,2018-04,robbery,75
TX2270100,Austin PD,2019-04,robbery,72
TX2270100,Austin PD,2020-04,robbery,87
TX2270100,Austin PD,2021-04,robbery,73
TX2270100,Austin PD,2022-04,robbery,65
TX2270100,Austin PD,2023-04,robbery,66
TX2270100,Austin PD,2024-04,robbery,79
TX2270100,Austin PD,2010-05,robbery,115
TX2270100,Austin PD,2011-05,robbery,117
TX2270100,Austin PD,2012-05,robbery,76
TX2270100,Austin PD,2013-05,robbery,58
TX2270100,Austin PD,2014-05,robbery,60
TX2270100,Austin PD,2015-05,robbery,82
TX2270100,Austin PD,2016-05,robbery,103
TX2270100,Austin PD,2017-05,robbery,81
TX2270100,Austin PD,2018-05,robbery,79
TX2270100,Austin PD,2019-05,robbery,81
TX2270100,Austin PD,2020-05,robbery,108
TX2270100,Austin PD,2021-05,robbery,94
TX2270100,Austin PD,2022-05,robbery,64
TX2270100,Austin PD,2023-05,robbery,66
TX2270100,Austin PD,2024-05,robbery,80
TX2270100,Austin PD,2010-06,robbery,103
TX2270100,Austin PD,2011-06,robbery,101
TX2270100,Austin PD,2012-06,robbery,102
TX2270100,Austin PD,2013-06,robbery,77
TX2270100,Austin PD,2014-06,robbery,74
TX2270100,Austin PD,2015-06,robbery,85
TX2270100,Austin PD,2016-06,robbery,70
TX2270100,Austin PD,2017-06,robbery,93
TX2270100,Austin PD,2018-06,robbery,71
TX2270100,Austin PD,2019-06,robbery,85
TX2270100,Austin PD,2020-06,robbery,125
TX2270100,Austin PD,2021-06,robbery,76
TX2270100,Austin PD,2022-06,robbery,96
TX2270100,Austin PD,2023-06,robbery,66
TX2270100,Austin PD,2024-06,robbery,73
TX2270100,Austin PD,2010-07,robbery,111
TX2270100,Austin PD,2011-07,robbery,94
TX2270100,Austin PD,2012-07,robbery,82
TX2270100,Austin PD,2013-07,robbery,66
TX2270100,Austin PD,2014-07,robbery,97
TX2270100,Austin PD,2015-07,robbery,85
TX2270100,Austin PD,2016-07,robbery,77
TX2270100,Austin PD,2017-07,robbery,79
TX2270100,Austin PD,2018-07,robbery,52
TX2270100,Austin PD,2019-07,robbery,94
TX2270100,Austin PD,2020-07,robbery,77
TX2270100,Austin PD,2021-07,robbery,94
TX2270100,Austin PD,2022-07,robbery,97
TX2270100,Austin PD,2023-07,robbery,68
TX2270100,Austin PD,2024-07,robbery,83
TX2270100,Austin PD,2010-08,robbery,108
TX2270100,Austin PD,2011-08,robbery,70
TX2270100,Austin PD,2012-08,robbery,83
TX2270100,Austin PD,2013-08,robbery,51
TX2270100,Austin PD,2014-08,robbery,81
TX2270100,Austin PD,2015-08,robbery,96
TX2270100,Austin PD,2016-08,robbery,84
TX2270100,Austin PD,2017-08,robbery,65
TX2270100,Austin PD,2018-08,robbery,88
TX2270100,Austin PD,2019-08,robbery,98
TX2270100,Austin PD,2020-08,robbery,100
TX2270100,Austin PD,2021-08,robbery,105
TX2270100,Austin PD,2022-08,robbery,66
TX2270100,Austin PD,2023-08,robbery,74
TX2270100,Austin PD,2024-08,robbery,67
TX2270100,Austin PD,2010-09,robbery,94
TX2270100,Austin PD,2011-09,robbery,75
TX2270100,Austin PD,2012-09,robbery,83
TX2270100,Austin PD,2013-09,robbery,69
TX2270100,Austin PD,2014-09,robbery,80
TX2270100,Austin PD,2015-09,robbery,73
TX2270100,Austin PD,2016-09,robbery,86
TX2270100,Austin PD,2017-09,robbery,77
TX2270100,Austin PD,2018-09,robbery,91
TX2270100,Austin PD,2019-09,robbery,95
TX2270100,Austin PD,2020-09,robbery,90
TX2270100,Austin PD,2021-09,robbery,97
TX2270100,Austin PD,2022-09,robbery,90
TX2270100,Austin PD,2023-09,robbery,87
TX2270100,Austin PD,2024-09,robbery,63
TX2270100,Austin PD,2010-10,robbery,117
TX2270100,Austin PD,2011-10,robbery,109
TX2270100,Austin PD,2012-10,robbery,66
TX2270100,Austin PD,2013-10,robbery,69
TX2270100,Austin PD,2014-10,robbery,85
TX2270100,Austin PD,2015-10,robbery,63
TX2270100,Austin PD,2016-10,robbery,88
TX2270100,Austin PD,2017-10,robbery,78
TX2270100,Austin PD,2018-10,robbery,84
TX2270100,Austin PD,2019-10,robbery,98
TX2270100,Austin PD,2020-10,robbery,93
TX2270100,Austin PD,2021-10,robbery,85
TX2270100,Austin PD,2022-10,robbery,84
TX2270100,Austin PD,2023-10,robbery,68
TX2270100,Austin PD,2024-10,robbery,74
TX2270100,Austin PD,2010-11,robbery,93
TX2270100,Austin PD,2011-11,robbery,85
TX2270100,Austin PD,2012-11,robbery,62
TX2270100,Austin PD,2013-11,robbery,64
TX2270100,Austin PD,2014-11,robbery,90
TX2270100,Austin PD,2015-11,robbery,85
TX2270100,Austin PD,2016-11,robbery,88
TX2270100,Austin PD,2017-11,robbery,92
TX2270100,Austin PD,2018-11,robbery,84
TX2270100,Austin PD,2019-11,robbery,106
TX2270100,Austin PD,2020-11,robbery,104
TX2270100,Austin PD,2021-11,robbery,78
TX2270100,Austin PD,2022-11,robbery,62
TX2270100,Austin PD,2023-11,robbery,75
TX2270100,Austin PD,2024-11,robbery,67
TX2270100,Austin PD,2010-12,robbery,89
TX2270100,Austin PD,2011-12,robbery,86
TX2270100,Austin PD,2012-12,robbery,80
TX2270100,Austin PD,2013-12,robbery,58
TX2270100,Austin PD,2014-12,robbery,74
TX2270100,Austin PD,2015-12,robbery,82
TX2270100,Austin PD,2016-12,robbery,112
TX2270100,Austin PD,2017-12,robbery,111
TX2270100,Austin PD,2018-12,robbery,107
TX2270100,Austin PD,2019-12,robbery,95
TX2270100,Austin PD,2020-12,robbery,97
TX2270100,Austin PD,2021-12,robbery,64
TX2270100,Austin PD,2022-12,robbery,69
TX2270100,Austin PD,2023-12,robbery,72
TX2270100,Austin PD,2024-12,robbery,63
TX2270100,Austin PD,2010-01,homicide,3
TX2270100,Austin PD,2011-01,homicide,2
TX2270100,Austin PD,2012-01,homicide,3
TX2270100,Austin PD,2013-01,homicide,0
TX2270100,Austin PD,2014-01,homicide,3
TX2270100,Austin PD,2015-01,homicide,1
TX2270100,Austin PD,2016-01,homicide,1
TX2270100,Austin PD,2017-01,homicide,1
TX2270100,Austin PD,2018-01,homicide,1
TX2270100,Austin PD,2019-01,homicide,2
